Year,County,Operative_Procedure,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015
2021,Los Angeles,Thoracic surgery,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.03,0.0,0.0,8.75,Same,Yes,0.0
2021,Los Angeles,Appendix surgery,Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,Los Angeles,Colon surgery,Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.16,0.65,0.05,3.11,Same,Yes,0.0
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.02,0.0,0.0,6.35,Same,Yes,0.0
2021,Los Angeles,Gallbladder surgery,Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",21,0,0.06,0.0,0.0,7.65,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",12,0,0.07,0.0,0.01,6.32,Same,Yes,0.0
2021,Los Angeles,Knee prosthesis,Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",15,0,0.06,0.0,0.0,7.45,Same,Yes,0.0
2021,Los Angeles,Laminectomy,Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",13,0,0.04,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,Los Angeles,Open reduction of fracture,Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.03,0.0,0.0,6.65,Same,Yes,0.0
2021,Los Angeles,Spinal fusion,Casa Colina Hospital,Acute Care Hospital,"Community, <125 Beds",19,0,0.02,0.515,0.03,4.21,Same,Yes,0.0
2021,Los Angeles,Appendix surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",32,0,0.11,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,Los Angeles,"Bile duct, liver or pancreatic surgery",Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.03,0.71,0.04,5.3,Same,No,0.0
2021,Los Angeles,Cardiac surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.09,0.0,0.0,8.04,Same,Yes,0.0
2021,Los Angeles,Cesarean section,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",240,0,0.29,0.0,0.0,12.72,Same,Yes,0.0
2021,Los Angeles,Colon surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",130,0,1.34,0.0,0.0,2.24,Same,Yes,0.0
2021,Los Angeles,"Coronary bypass,chest and donor incisions",Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",37,0,0.24,0.0,0.0,15.31,Same,Yes,0.0
2021,Los Angeles,"Coronary bypass,chest incision only",Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.05,0.0,0.0,11.899999999999999,Same,Yes,0.0
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",50,0,0.44,0.0,0.0,8.33,Same,Yes,0.0
2021,Los Angeles,Gallbladder surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",47,0,0.13,0.0,0.0,7.65,Same,Yes,0.0
2021,Los Angeles,Gastric surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.04,0.0,0.0,6.37,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",30,0,0.23,0.0,0.0,16.11,Same,Yes,0.0
2021,Los Angeles,"Hysterectomy, abdominal",Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.05,0.0,0.0,7.41,Same,Yes,0.0
2021,Los Angeles,"Hysterectomy, vaginal",Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.02,0.0,0.0,11.86,Same,Yes,0.0
2021,Los Angeles,Knee prosthesis,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01,0.0,0.0,7.45,Same,Yes,0.0
2021,Los Angeles,Laminectomy,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",99,0,0.39,0.0,0.0,9.46,Same,Yes,0.0
2021,Los Angeles,Open reduction of fracture,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",50,0,0.33,0.0,0.0,11.15,Same,Yes,0.0
2021,Los Angeles,Ovarian surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.03,0.0,0.0,16.18,Same,Yes,0.0
2021,Los Angeles,Pacemaker surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",63,0,0.1,0.0,0.0,15.5,Same,Yes,0.0
2021,Los Angeles,Rectal surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.09,0.0,0.0,7.84,Same,Yes,0.0
2021,Los Angeles,Small bowel surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.24,0.0,0.0,15.44,Same,Yes,0.0
2021,Los Angeles,Spinal fusion,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",77,0,0.42,0.0,0.0,8.85,Same,Yes,0.0
2021,Los Angeles,Spleen surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,0.0,0.0,14.58,Same,Yes,0.0
2021,Los Angeles,Thoracic surgery,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0,0.0,0.0,8.75,Same,Yes,0.0
2021,Los Angeles,Appendix surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",208,2,1.16,1.73,0.29,5.72,Same,No,0.81
2021,Los Angeles,"Bile duct, liver or pancreatic surgery",Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",96,4,3.19,1.26,0.4,3.03,Same,No,0.0
2021,Los Angeles,Cardiac surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",80,1,0.22,4.59,0.12,25.56,Same,No,0.0
2021,Los Angeles,Cesarean section,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",795,0,1.09,0.0,0.0,2.76,Same,Yes,0.7
2021,Los Angeles,Colon surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",212,5,5.37,0.93,0.34,2.06,Same,No,0.33
2021,Los Angeles,"Coronary bypass,chest and donor incisions",Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",84,1,0.43,2.31,0.06,12.87,Same,No,0.0
2021,Los Angeles,"Coronary bypass,chest incision only",Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",8,0,0.05,0.0,0.0,11.899999999999999,Same,Yes,0.0
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",391,6,1.83,3.28,1.33,6.81,Worse,No,1.41
2021,Los Angeles,Gallbladder surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",346,0,1.73,0.0,0.0,1.74,Same,Yes,1.0
2021,Los Angeles,Gastric surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",170,2,1.06,1.89,0.32,6.25,Same,No,0.0
2021,Los Angeles,Hip prosthesis,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",347,0,2.48,0.0,0.0,1.21,Same,Yes,0.55
2021,Los Angeles,"Hysterectomy, abdominal",Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",163,0,1.03,0.0,0.0,2.9,Same,Yes,0.0
2021,Los Angeles,"Hysterectomy, vaginal",Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",12,0,0.05,0.0,0.0,11.86,Same,Yes,0.0
2021,Los Angeles,Kidney surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",47,0,0.16,0.0,0.0,13.61,Same,Yes,0.0
2021,Los Angeles,Knee prosthesis,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",308,4,0.99,4.04,1.1,10.34,Worse,No,0.0
2021,Los Angeles,Laminectomy,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",444,0,1.9,0.0,0.0,1.57,Same,Yes,0.53
2021,Los Angeles,Open reduction of fracture,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",308,0,1.95,0.0,0.0,1.54,Same,Yes,0.0
2021,Los Angeles,Ovarian surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",141,0,0.09,0.0,0.0,16.18,Same,Yes,0.0
2021,Los Angeles,Pacemaker surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",42,0,0.07,0.0,0.0,15.5,Same,Yes,0.0
2021,Los Angeles,Rectal surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",55,0,1.21,0.0,0.0,2.48,Same,Yes,2.34
2021,Los Angeles,Small bowel surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",193,3,3.7,0.81,0.21,2.21,Same,No,0.26
2021,Los Angeles,Spinal fusion,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",506,2,3.87,0.52,0.09,1.71,Same,Yes,0.19
2021,Los Angeles,Spleen surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",18,0,0.14,0.0,0.0,14.58,Same,Yes,0.0
2021,Los Angeles,Thoracic surgery,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",119,1,0.28,3.6,0.09,20.04,Same,No,0.0
2021,Los Angeles,Appendix surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.05,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,Los Angeles,"Bile duct, liver or pancreatic surgery",Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,0.71,0.04,5.3,Same,No,0.0
2021,Los Angeles,Cardiac surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.02,0.0,0.0,8.04,Same,Yes,0.0
2021,Los Angeles,Colon surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.24,0.0,0.0,15.63,Same,Yes,0.0
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",16,0,0.1,0.0,0.0,6.35,Same,Yes,0.0
2021,Los Angeles,Gallbladder surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",40,0,0.11,0.0,0.0,7.65,Same,Yes,0.0
2021,Los Angeles,Gastric surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.05,0.0,0.0,6.37,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",126,0,0.68,0.0,0.0,5.42,Same,Yes,0.0
2021,Los Angeles,Knee prosthesis,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",205,1,0.63,1.58,0.04,8.8,Same,No,0.0
2021,Los Angeles,Laminectomy,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",246,0,0.79,0.0,0.0,4.68,Same,Yes,0.0
2021,Los Angeles,Open reduction of fracture,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",36,0,0.19,0.0,0.0,6.65,Same,Yes,0.0
2021,Los Angeles,Pacemaker surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,0.0,0.0,15.5,Same,Yes,0.0
2021,Los Angeles,Rectal surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02,0.0,0.0,7.84,Same,Yes,0.0
2021,Los Angeles,Small bowel surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.23,0.0,0.0,16.18,Same,Yes,0.0
2021,Los Angeles,Spinal fusion,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",326,0,0.81,0.0,0.0,4.57,Same,Yes,0.0
2021,Los Angeles,Thoracic surgery,Mission Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.01,0.0,0.0,8.75,Same,Yes,0.0
2021,Los Angeles,Appendix surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",109,0,0.28,0.0,0.0,13.41,Same,Yes,2.89
2021,Los Angeles,"Bile duct, liver or pancreatic surgery",West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,0.71,0.04,5.3,Same,No,0.0
2021,Los Angeles,Cardiac surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",26,0,0.07,0.0,0.0,8.04,Same,Yes,0.0
2021,Los Angeles,Colon surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",77,6,1.58,3.81,1.54,7.91,Worse,No,2.38
2021,Los Angeles,"Coronary bypass,chest and donor incisions",West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",73,0,0.42,0.0,0.0,8.87,Same,Yes,0.0
2021,Los Angeles,"Coronary bypass,chest incision only",West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,0.0,0.0,11.899999999999999,Same,Yes,0.0
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",62,0,0.24,0.0,0.0,15.24,Same,Yes,2.43
2021,Los Angeles,Gallbladder surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",135,1,0.51,1.98,0.05,11.01,Same,No,5.41
2021,Los Angeles,Gastric surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",27,0,0.16,0.0,0.0,6.37,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",100,0,0.49,0.0,0.0,7.54,Same,Yes,4.43
2021,Los Angeles,"Hysterectomy, abdominal",West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",18,0,0.12,0.0,0.0,7.41,Same,Yes,0.0
2021,Los Angeles,"Hysterectomy, vaginal",West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,0.0,0.0,11.86,Same,Yes,4.76
2021,Los Angeles,Knee prosthesis,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",78,0,0.24,0.0,0.0,15.63,Same,Yes,1.73
2021,Los Angeles,Laminectomy,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",54,0,0.19,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,Los Angeles,Open reduction of fracture,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",88,1,0.41,2.45,0.06,13.66,Same,No,0.0
2021,Los Angeles,Ovarian surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",8,1,0.01,0.0,0.0,16.18,Same,Yes,0.0
2021,Los Angeles,Pacemaker surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",50,0,0.08,0.0,0.0,15.5,Same,Yes,0.0
2021,Los Angeles,Rectal surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",8,0,0.05,0.0,0.0,7.84,Same,Yes,0.0
2021,Los Angeles,Small bowel surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",32,0,0.59,0.0,0.0,6.21,Same,Yes,0.0
2021,Los Angeles,Spinal fusion,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",48,0,0.49,0.0,0.0,7.61,Same,Yes,2.51
2021,Los Angeles,Spleen surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,0.0,0.0,14.58,Same,Yes,0.0
2021,Los Angeles,Thoracic surgery,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",12,0,0.03,0.0,0.0,8.75,Same,Yes,0.0
2021,Los Angeles,Appendix surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,10,0,0.08,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,Los Angeles,Cardiac surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,10,0,0.04,0.0,0.0,8.04,Same,Yes,0.0
2021,Los Angeles,Colon surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,6,0,0.17,0.65,0.05,3.11,Same,Yes,0.0
2021,Los Angeles,"Coronary bypass,chest and donor incisions",Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,1,0,0.0,0.0,0.0,7.305,Same,Yes,0.0
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,11,0,0.08,0.0,0.0,6.35,Same,Yes,0.0
2021,Los Angeles,Gallbladder surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,13,0,0.03,0.0,0.0,7.65,Same,Yes,0.0
2021,Los Angeles,Gastric surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,5,1,0.02,0.0,0.0,6.37,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,4,0,0.04,0.0,0.01,6.32,Same,Yes,0.0
2021,Los Angeles,Kidney surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,1,0,0.0,0.0,0.0,13.61,Same,Yes,0.0
2021,Los Angeles,Laminectomy,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,7,0,0.03,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,Los Angeles,Open reduction of fracture,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,3,0,0.02,0.0,0.0,6.65,Same,Yes,0.0
2021,Los Angeles,Ovarian surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,10,0,0.01,0.0,0.0,16.18,Same,Yes,0.0
2021,Los Angeles,Pacemaker surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,1,0,0.01,0.0,0.0,15.5,Same,Yes,0.0
2021,Los Angeles,Small bowel surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,12,1,0.28,3.57,0.09,19.9,Same,No,0.0
2021,Los Angeles,Spinal fusion,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,20,1,0.34,2.92,0.07,16.29,Same,No,0.0
2021,Los Angeles,Thoracic surgery,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,13,0,0.08,0.0,0.0,8.75,Same,Yes,0.0
2021,Los Angeles,Gallbladder surgery,L.A. Downtown Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.01,0.0,0.0,7.65,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,L.A. Downtown Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.02,0.0,0.01,6.32,Same,Yes,0.0
2021,Los Angeles,Knee prosthesis,L.A. Downtown Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.04,0.0,0.0,7.45,Same,Yes,0.0
2021,Los Angeles,Laminectomy,L.A. Downtown Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.0,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,Los Angeles,Open reduction of fracture,L.A. Downtown Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.02,0.0,0.0,6.65,Same,Yes,0.0
2021,Los Angeles,Appendix surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",32,0,0.1,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,Los Angeles,"Bile duct, liver or pancreatic surgery",City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",220,8,9.34,0.86,0.4,1.63,Same,No,1.72
2021,Los Angeles,Cardiac surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.03,0.0,0.0,8.04,Same,Yes,0.0
2021,Los Angeles,Colon surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",297,10,12.58,0.8,0.4,1.42,Same,No,1.26
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",535,1,3.8,0.26,0.01,1.3,Same,Yes,1.71
2021,Los Angeles,Gallbladder surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",56,0,0.55,0.0,0.0,6.72,Same,Yes,0.0
2021,Los Angeles,Gastric surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",89,0,2.06,0.0,0.0,1.45,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",20,1,0.3,3.33,0.08,18.57,Same,No,0.0
2021,Los Angeles,"Hysterectomy, abdominal",City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",207,3,2.85,1.05,0.27,2.87,Same,No,0.0
2021,Los Angeles,"Hysterectomy, vaginal",City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",20,1,0.08,0.0,0.0,11.86,Same,Yes,0.0
2021,Los Angeles,Kidney surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",121,2,0.4,5.01,0.61,18.11,Same,No,3.4
2021,Los Angeles,Knee prosthesis,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,0.0,0.0,7.45,Same,Yes,0.0
2021,Los Angeles,Laminectomy,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",68,1,0.23,4.27,0.11,23.81,Same,No,0.0
2021,Los Angeles,Open reduction of fracture,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",19,0,0.18,0.0,0.0,6.65,Same,Yes,0.0
2021,Los Angeles,Ovarian surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",188,0,0.11,0.0,0.0,16.18,Same,Yes,0.0
2021,Los Angeles,Pacemaker surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0,0.0,0.0,15.5,Same,Yes,0.0
2021,Los Angeles,Rectal surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",138,2,8.14,0.25,0.04,0.81,Better,Yes,1.31
2021,Los Angeles,Small bowel surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",312,6,18.81,0.32,0.13,0.66,Better,Yes,1.0
2021,Los Angeles,Spinal fusion,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",55,0,0.86,0.0,0.0,4.3,Same,Yes,1.47
2021,Los Angeles,Spleen surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",52,0,0.31,0.0,0.0,11.82,Same,Yes,0.0
2021,Los Angeles,Thoracic surgery,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",236,1,1.03,0.97,0.05,4.8,Same,No,1.46
2021,Los Angeles,Appendix surgery,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",21,0,0.06,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,Los Angeles,Colon surgery,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.11,0.65,0.05,3.11,Same,Yes,0.0
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",16,0,0.1,0.0,0.0,6.35,Same,Yes,0.0
2021,Los Angeles,Gallbladder surgery,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",29,0,0.05,0.0,0.0,7.65,Same,Yes,0.0
2021,Los Angeles,Gastric surgery,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,0.0,0.0,6.37,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.04,0.0,0.01,6.32,Same,Yes,0.0
2021,Los Angeles,"Hysterectomy, abdominal",Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.07,0.0,0.0,7.41,Same,Yes,0.0
2021,Los Angeles,Knee prosthesis,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.02,0.0,0.0,7.45,Same,Yes,0.0
2021,Los Angeles,Laminectomy,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,Los Angeles,Open reduction of fracture,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",20,0,0.12,0.0,0.0,6.65,Same,Yes,0.0
2021,Los Angeles,Ovarian surgery,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.0,0.0,0.0,16.18,Same,Yes,0.0
2021,Los Angeles,Small bowel surgery,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.04,0.45,0.03,4.155,Same,Yes,0.0
2021,Los Angeles,Appendix surgery,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",78,0,0.16,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,Los Angeles,Colon surgery,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",4,0,0.06,0.65,0.05,3.11,Same,Yes,0.0
2021,Los Angeles,Exploratory abdominal surgery (laparotomy),Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",12,0,0.05,0.0,0.0,6.35,Same,Yes,0.0
2021,Los Angeles,Gallbladder surgery,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",38,0,0.09,0.0,0.0,7.65,Same,Yes,0.0
2021,Los Angeles,Gastric surgery,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",2,0,0.02,0.0,0.0,6.37,Same,Yes,0.0
2021,Los Angeles,Hip prosthesis,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",13,0,0.09,0.0,0.01,6.32,Same,Yes,0.0
2021,Los Angeles,Knee prosthesis,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,0.0,0.0,7.45,Same,Yes,0.0
2021,Los Angeles,Open reduction of fracture,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",49,0,0.32,0.0,0.0,11.46,Same,Yes,0.0
2021,Los Angeles,Pacemaker surgery,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",1,0,0.0,0.0,0.0,15.5,Same,Yes,0.0
2021,Los Angeles,Small bowel surgery,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",4,0,0.08,0.45,0.03,4.155,Same,Yes,0.0
2021,Los Angeles,Thoracic surgery,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",1,0,0.0,0.0,0.0,8.75,Same,Yes,0.0
2021,Los Angeles,Appendix surgery,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",81,0,0.19,0.0,0.0,9.364999999999998,Same,Yes,0.0
